Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	cGMP-PKG signaling pathway	15/167	2.983023e-01	9.103635e-01	0	0	1.191496e+00	1.441291e+00	NPR2;PDE2A;NFATC3;NFATC2;CALML3;MYLK3;SLC8A1;MYLK;PPP3R1;KCNU1;CREB3L4;PDE5A;RAF1;MEF2D;CNGB1
KEGG_2021_Human	Adherens junction	7/71	3.005065e-01	9.103635e-01	0	0	1.319959e+00	1.586968e+00	SMAD4;ERBB2;EP300;PTPRJ;NLK;IGF1R;NECTIN1
KEGG_2021_Human	FoxO signaling pathway	12/131	3.022208e-01	9.103635e-01	0	0	1.217315e+00	1.456637e+00	MAPK11;SMAD4;PDPK1;EP300;PIK3R3;PIK3R2;ATM;RAF1;NLK;MAPK12;IGF1R;MAPK13
KEGG_2021_Human	Transcriptional misregulation in cancer	17/192	3.024362e-01	9.103635e-01	0	0	1.172960e+00	1.402725e+00	ARNT2;FLT3;DOT1L;JMJD1C;HMGA2;BMI1;MMP9;RUNX2;FLI1;IGF1R;RUNX1;BAIAP3;HOXA10;MYCN;ATM;PROM1;KDM6A
KEGG_2021_Human	NOD-like receptor signaling pathway	16/181	3.121844e-01	9.284659e-01	0	0	1.170736e+00	1.362926e+00	GBP5;NEK7;CARD9;TRPV2;IL18;XIAP;MAPK12;MAPK13;MAPK11;PSTPIP1;ATG16L1;TRAF5;BCL2;CARD16;IKBKE;JAK1
KEGG_2021_Human	Folate biosynthesis	3/26	3.207972e-01	9.284659e-01	0	0	1.573492e+00	1.788976e+00	TH;ALPL;MOCS1
KEGG_2021_Human	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	3/26	3.207972e-01	9.284659e-01	0	0	1.573492e+00	1.788976e+00	PGAP1;PIGN;MPPE1
KEGG_2021_Human	Thiamine metabolism	2/15	3.209127e-01	9.284659e-01	0	0	1.855706e+00	2.109170e+00	THTPA;ALPL
KEGG_2021_Human	Arachidonic acid metabolism	6/61	3.242828e-01	9.291950e-01	0	0	1.316311e+00	1.482350e+00	CYP2C8;CYP4F2;ALOX15;CYP4F3;PLA2G6;CYP4F8
KEGG_2021_Human	D-Glutamine and D-glutamate metabolism	1/5	3.286768e-01	9.328161e-01	0	0	3.015023e+00	3.354757e+00	GLS2
KEGG_2021_Human	Influenza A	15/172	3.389270e-01	9.528326e-01	0	0	1.153236e+00	1.247767e+00	PRSS1;CIITA;APAF1;IFNGR2;IL18;PIK3R3;TNFRSF10B;PIK3R2;HLA-DMA;EP300;RAF1;JAK2;IKBKE;JAK1;HLA-DQB1
KEGG_2021_Human	MicroRNAs in cancer	26/310	3.436213e-01	9.570013e-01	0	0	1.105400e+00	1.180805e+00	NOTCH3;GLS2;TNC;PIK3R3;PIK3R2;BMI1;EFNA5;HOXD10;THBS1;ERBB3;ERBB2;CYP1B1;EP300;APC2;PDGFRB;PDGFRA;HMGA2;DICER1;MMP9;ZEB2;FSCN1;BCL2;ATM;MDM4;RAF1;EZH2
KEGG_2021_Human	TNF signaling pathway	10/112	3.548403e-01	9.571064e-01	0	0	1.183041e+00	1.225734e+00	MAPK11;MLKL;CREB3L4;TRAF5;DAB2IP;PIK3R3;PIK3R2;MMP9;MAPK12;MAPK13
KEGG_2021_Human	Insulin signaling pathway	12/137	3.578529e-01	9.571064e-01	0	0	1.158505e+00	1.190519e+00	RPS6KB1;PDPK1;PPP1R3E;RPS6KB2;INPPL1;TRIP10;PIK3R3;CALML3;CBLB;PIK3R2;RAF1;CBL
KEGG_2021_Human	Progesterone-mediated oocyte maturation	9/100	3.579662e-01	9.571064e-01	0	0	1.193372e+00	1.225971e+00	MAPK11;CDC27;PIK3R3;PIK3R2;RAF1;BUB1;MAPK12;IGF1R;MAPK13
KEGG_2021_Human	Human immunodeficiency virus 1 infection	18/212	3.597281e-01	9.571064e-01	0	0	1.119898e+00	1.144992e+00	APOBEC3C;NFATC3;PIK3R3;NFATC2;CALML3;PIK3R2;MAPK12;MAPK13;BST2;MAPK11;PPP3R1;RPS6KB1;TRAF5;RPS6KB2;BCL2;PAK6;ATM;RAF1
KEGG_2021_Human	Adrenergic signaling in cardiomyocytes	13/150	3.632531e-01	9.571064e-01	0	0	1.145120e+00	1.159613e+00	RYR2;CALML3;PPP2R3B;SLC8A1;MAPK12;SLC9A1;MAPK13;MAPK11;CACNG8;CREB3L4;MYL2;BCL2;RAPGEF3
KEGG_2021_Human	Butanoate metabolism	3/28	3.639149e-01	9.571064e-01	0	0	1.447456e+00	1.463139e+00	ACSM3;ACSM2A;ACSM2B
KEGG_2021_Human	Nitrogen metabolism	2/17	3.781857e-01	9.571064e-01	0	0	1.608105e+00	1.563673e+00	CA9;GLUL
KEGG_2021_Human	Inflammatory bowel disease	6/65	3.800812e-01	9.571064e-01	0	0	1.226803e+00	1.186773e+00	HLA-DMA;IL23R;IFNGR2;IL18;GATA3;HLA-DQB1
KEGG_2021_Human	Phenylalanine, tyrosine and tryptophan biosynthesis	1/6	3.801129e-01	9.571064e-01	0	0	2.411888e+00	2.332987e+00	GOT1L1
KEGG_2021_Human	Longevity regulating pathway	9/102	3.801646e-01	9.571064e-01	0	0	1.167581e+00	1.129227e+00	KL;SESN3;RPS6KB1;CREB3L4;CAMK4;RPS6KB2;PIK3R3;PIK3R2;IGF1R
KEGG_2021_Human	Calcium signaling pathway	20/240	3.807471e-01	9.571064e-01	0	0	1.097162e+00	1.059442e+00	PDGFRB;RYR2;PDGFRA;NTRK2;OXTR;CALML3;MYLK3;SLC8A1;CACNA1H;MYLK;GRIN1;P2RX6;PPP3R1;P2RX5;ERBB3;CAMK4;ERBB2;KDR;PLCE1;PLCD4
KEGG_2021_Human	Linoleic acid metabolism	3/29	3.853259e-01	9.571064e-01	0	0	1.391709e+00	1.327225e+00	CYP2C8;ALOX15;PLA2G6
KEGG_2021_Human	Bladder cancer	4/41	3.854120e-01	9.571064e-01	0	0	1.304019e+00	1.243307e+00	ERBB2;RAF1;THBS1;MMP9
KEGG_2021_Human	Wnt signaling pathway	14/166	3.942210e-01	9.615520e-01	0	0	1.111331e+00	1.034475e+00	APC2;SMAD4;TLE1;RYK;CTNND2;SERPINF1;WNT7B;FZD6;NFATC3;NFATC2;NLK;PPP3R1;EP300;LGR6
KEGG_2021_Human	Fanconi anemia pathway	5/54	3.987868e-01	9.615520e-01	0	0	1.230838e+00	1.131544e+00	POLN;ERCC4;FANCA;PMS2;POLH
KEGG_2021_Human	Oxytocin signaling pathway	13/154	3.996256e-01	9.615520e-01	0	0	1.112392e+00	1.020316e+00	RYR2;OXTR;NPR2;NFATC3;NFATC2;CALML3;MYLK3;MYLK;PPP3R1;CACNG8;CAMK4;RAF1;PPP1R12C
KEGG_2021_Human	Graft-versus-host disease	4/42	4.031928e-01	9.615520e-01	0	0	1.269634e+00	1.153260e+00	HLA-DMA;CD80;KIR2DL1;HLA-DQB1
KEGG_2021_Human	Other glycan degradation	2/18	4.060700e-01	9.615520e-01	0	0	1.507516e+00	1.358618e+00	AGA;ENGASE
KEGG_2021_Human	Glyoxylate and dicarboxylate metabolism	3/30	4.065623e-01	9.615520e-01	0	0	1.340092e+00	1.206107e+00	GLDC;GLUL;HAO2
KEGG_2021_Human	Hepatocellular carcinoma	14/168	4.117871e-01	9.662407e-01	0	0	1.096778e+00	9.731149e-01	GSTM4;APC2;SMAD4;PHF10;ACTL6B;WNT7B;FZD6;PIK3R3;PIK3R2;IGF1R;RPS6KB1;DPF1;RPS6KB2;RAF1
KEGG_2021_Human	Cellular senescence	13/156	4.179143e-01	9.729566e-01	0	0	1.096714e+00	9.568602e-01	SERPINE1;NFATC3;PIK3R3;NFATC2;CALML3;PIK3R2;MAPK12;MAPK13;MAPK11;PPP3R1;RBL1;ATM;RAF1
KEGG_2021_Human	Growth hormone synthesis, secretion and action	10/119	4.283554e-01	9.895342e-01	0	0	1.106644e+00	9.382149e-01	ADCY10;MAPK11;CREB3L4;EP300;PIK3R3;PIK3R2;RAF1;JAK2;MAPK12;MAPK13
KEGG_2021_Human	Adipocytokine signaling pathway	6/69	4.359814e-01	9.994035e-01	0	0	1.148661e+00	9.535678e-01	SLC2A1;LEPR;PRKCQ;CD36;JAK2;NFKBIE
KEGG_2021_Human	Breast cancer	12/147	4.530429e-01	9.999951e-01	0	0	1.072105e+00	8.488591e-01	APC2;NOTCH3;RPS6KB1;NCOA3;WNT7B;FZD6;ERBB2;RPS6KB2;PIK3R3;PIK3R2;RAF1;IGF1R
KEGG_2021_Human	Base excision repair	3/33	4.687429e-01	9.999951e-01	0	0	1.205886e+00	9.137010e-01	POLE2;POLE3;MUTYH
KEGG_2021_Human	Riboflavin metabolism	1/8	4.714708e-01	9.999951e-01	0	0	1.722590e+00	1.295212e+00	ACP5
KEGG_2021_Human	JAK-STAT signaling pathway	13/162	4.727158e-01	9.999951e-01	0	0	1.052207e+00	7.883774e-01	PDGFRB;IL15RA;PDGFRA;IL23R;IFNGR2;PIK3R3;PIK3R2;LEPR;BCL2;EP300;RAF1;JAK2;JAK1
KEGG_2021_Human	Melanoma	6/72	4.773216e-01	9.999951e-01	0	0	1.096271e+00	8.107632e-01	PDGFRB;PDGFRA;PIK3R3;PIK3R2;RAF1;IGF1R
KEGG_2021_Human	Pantothenate and CoA biosynthesis	2/21	4.857405e-01	9.999951e-01	0	0	1.269281e+00	9.165234e-01	VNN2;DPYS
KEGG_2021_Human	Fluid shear stress and atherosclerosis	11/139	5.008264e-01	9.999951e-01	0	0	1.036222e+00	7.165431e-01	GSTM4;MAPK11;KDR;BCL2;PIK3R3;CALML3;PIK3R2;MMP9;ACVR2A;MAPK12;MAPK13
KEGG_2021_Human	Intestinal immune network for IgA production	4/48	5.068062e-01	9.999951e-01	0	0	1.096145e+00	7.449692e-01	IL15RA;HLA-DMA;CD80;HLA-DQB1
KEGG_2021_Human	Kaposi sarcoma-associated herpesvirus infection	15/193	5.156693e-01	9.999951e-01	0	0	1.016013e+00	6.728951e-01	NFATC3;PIK3R3;NFATC2;CALML3;PIK3R2;MAPK12;MAPK13;PREX1;MAPK11;PPP3R1;EP300;JAK2;RAF1;IKBKE;JAK1
KEGG_2021_Human	Cocaine addiction	4/49	5.233242e-01	9.999951e-01	0	0	1.071728e+00	6.940016e-01	GRIA2;TH;CREB3L4;GRIN1
KEGG_2021_Human	Ether lipid metabolism	4/49	5.233242e-01	9.999951e-01	0	0	1.071728e+00	6.940016e-01	ENPP2;PLD4;PLA2G6;PLD1
KEGG_2021_Human	Chagas disease	8/102	5.255883e-01	9.999951e-01	0	0	1.026079e+00	6.600122e-01	MAPK11;ACE;IFNGR2;SERPINE1;PIK3R3;PIK3R2;MAPK12;MAPK13
KEGG_2021_Human	Tyrosine metabolism	3/36	5.278243e-01	9.999951e-01	0	0	1.096082e+00	7.003874e-01	ADH4;GOT1L1;TH
KEGG_2021_Human	Pertussis	6/76	5.309205e-01	9.999951e-01	0	0	1.033402e+00	6.542912e-01	MAPK11;SFTPA2;CALML3;SFTPA1;MAPK12;MAPK13
KEGG_2021_Human	Oocyte meiosis	10/129	5.319509e-01	9.999951e-01	0	0	1.013096e+00	6.394706e-01	CDC20;AR;MAPK11;PPP3R1;CDC27;CALML3;BUB1;MAPK12;IGF1R;MAPK13
KEGG_2021_Human	Relaxin signaling pathway	10/129	5.319509e-01	9.999951e-01	0	0	1.013096e+00	6.394706e-01	MAPK11;COL3A1;CREB3L4;COL4A3;PIK3R3;PIK3R2;RAF1;MMP9;MAPK12;MAPK13
KEGG_2021_Human	Spinocerebellar ataxia	11/143	5.395550e-01	9.999951e-01	0	0	1.004602e+00	6.198502e-01	GRIA2;ATXN2;DAB1;KCND3;GTF2B;PIK3R3;PIK3R2;WIPI1;AMBRA1;RBPJ;GRIN1
KEGG_2021_Human	Hypertrophic cardiomyopathy	7/90	5.400736e-01	9.999951e-01	0	0	1.016749e+00	6.263680e-01	RYR2;CACNG8;ACE;MYL2;ITGA10;ITGB6;SLC8A1
KEGG_2021_Human	Aldosterone-regulated sodium reabsorption	3/37	5.466912e-01	9.999951e-01	0	0	1.063786e+00	6.423899e-01	PDPK1;PIK3R3;PIK3R2
KEGG_2021_Human	GnRH secretion	5/64	5.489140e-01	9.999951e-01	0	0	1.021667e+00	6.128093e-01	GABBR1;PIK3R3;PIK3R2;RAF1;CACNA1H
KEGG_2021_Human	Natural killer cell mediated cytotoxicity	10/131	5.519676e-01	9.999951e-01	0	0	9.962424e-01	5.920329e-01	ZAP70;PPP3R1;IFNGR2;PIK3R3;NFATC2;TNFRSF10B;PIK3R2;LCP2;KIR2DL1;RAF1
KEGG_2021_Human	Ovarian steroidogenesis	4/51	5.555330e-01	9.999951e-01	0	0	1.026011e+00	6.031172e-01	CYP11A1;CYP1A1;CYP1B1;IGF1R
KEGG_2021_Human	Antigen processing and presentation	6/78	5.568501e-01	9.999951e-01	0	0	1.004587e+00	5.881447e-01	CIITA;HLA-DMA;CD8A;RFX5;KIR2DL1;HLA-DQB1
KEGG_2021_Human	Necroptosis	12/159	5.645985e-01	9.999951e-01	0	0	9.839420e-01	5.624610e-01	MLKL;SMPD1;IFNGR2;ALOX15;CHMP2B;TRAF5;BCL2;TNFRSF10B;XIAP;JAK2;GLUL;JAK1
KEGG_2021_Human	Allograft rejection	3/38	5.651086e-01	9.999951e-01	0	0	1.033336e+00	5.897637e-01	HLA-DMA;CD80;HLA-DQB1
KEGG_2021_Human	GnRH signaling pathway	7/93	5.755228e-01	9.999951e-01	0	0	9.811209e-01	5.420462e-01	MAP3K3;MAPK11;CALML3;RAF1;PLD1;MAPK12;MAPK13
KEGG_2021_Human	Rheumatoid arthritis	7/93	5.755228e-01	9.999951e-01	0	0	9.811209e-01	5.420462e-01	HLA-DMA;CD80;IL18;ACP5;TNFRSF11A;ATP6V1E2;HLA-DQB1
KEGG_2021_Human	Various types of N-glycan biosynthesis	3/39	5.830602e-01	9.999951e-01	0	0	1.004578e+00	5.419347e-01	MAN2A2;MAN1C1;ALG13
KEGG_2021_Human	Ubiquinone and other terpenoid-quinone biosynthesis	1/11	5.839072e-01	9.999951e-01	0	0	1.205617e+00	6.486380e-01	COQ6
KEGG_2021_Human	IL-17 signaling pathway	7/94	5.870468e-01	9.999951e-01	0	0	9.697908e-01	5.165598e-01	MAPK11;JUND;TRAF5;IKBKE;MMP9;MAPK12;MAPK13
KEGG_2021_Human	Gastric cancer	11/149	5.955059e-01	9.999951e-01	0	0	9.606094e-01	4.979261e-01	APC2;SMAD4;RPS6KB1;WNT7B;FZD6;ERBB2;RPS6KB2;BCL2;PIK3R3;PIK3R2;RAF1
KEGG_2021_Human	Hippo signaling pathway	12/163	5.998411e-01	9.999951e-01	0	0	9.576682e-01	4.894552e-01	APC2;LATS1;SMAD4;FRMD6;DLG5;WNT7B;SERPINE1;FZD6;ID1;TP53BP2;LIMD1;LLGL2
KEGG_2021_Human	Nicotine addiction	3/40	6.005326e-01	9.999951e-01	0	0	9.773744e-01	4.984006e-01	GRIA2;GABRB1;GRIN1
KEGG_2021_Human	Retinol metabolism	5/68	6.037981e-01	9.999951e-01	0	0	9.565909e-01	4.826148e-01	ADH4;CYP2C8;CYP1A1;DHRS4L2;CYP2C18
KEGG_2021_Human	Homologous recombination	3/41	6.175158e-01	9.999951e-01	0	0	9.516024e-01	4.587205e-01	BABAM1;UIMC1;ATM
KEGG_2021_Human	Epithelial cell signaling in Helicobacter pylori infection	5/70	6.297600e-01	9.999951e-01	0	0	9.270566e-01	4.286862e-01	MAPK11;ATP6V1E2;GIT1;MAPK12;MAPK13
KEGG_2021_Human	Hedgehog signaling pathway	4/56	6.305859e-01	9.999951e-01	0	0	9.271043e-01	4.274933e-01	PTCH1;IQCE;BCL2;DISP1
KEGG_2021_Human	Aldosterone synthesis and secretion	7/98	6.315127e-01	9.999951e-01	0	0	9.269609e-01	4.260657e-01	CREB3L4;PRKD3;CYP11A1;CAMK4;PDE2A;CALML3;CACNA1H
KEGG_2021_Human	Salmonella infection	18/249	6.361998e-01	9.999951e-01	0	0	9.386162e-01	4.244822e-01	MLKL;AHNAK2;IL18;TNFRSF10B;PIK3C2G;MAPK12;MAPK13;MYLPF;MYL5;MAPK11;KLC3;MYL2;BCL2;PLEKHM1;MYL10;RAF1;RILP;CYTH1
KEGG_2021_Human	Complement and coagulation cascades	6/85	6.417841e-01	9.999951e-01	0	0	9.152247e-01	4.059051e-01	CFD;C7;SERPINE1;ITGAX;MASP1;F5
KEGG_2021_Human	Non-homologous end-joining	1/13	6.452448e-01	9.999951e-01	0	0	1.004572e+00	4.401286e-01	XRCC4
KEGG_2021_Human	Lysosome	9/128	6.539051e-01	9.999951e-01	0	0	9.111881e-01	3.870664e-01	GNPTAB;ENTPD4;LAMP3;SMPD1;ACP5;CTSW;AGA;ARSB;SUMF1
KEGG_2021_Human	Non-small cell lung cancer	5/72	6.546610e-01	9.999951e-01	0	0	8.992855e-01	3.809713e-01	PDPK1;ERBB2;PIK3R3;PIK3R2;RAF1
KEGG_2021_Human	Human cytomegalovirus infection	16/225	6.585535e-01	9.999951e-01	0	0	9.220437e-01	3.851464e-01	PDGFRA;NFATC3;PIK3R3;NFATC2;CALML3;PIK3R2;MAPK12;MAPK13;MAPK11;PPP3R1;RPS6KB1;CREB3L4;TRAF5;RPS6KB2;RAF1;JAK1
KEGG_2021_Human	Melanogenesis	7/101	6.630111e-01	9.999951e-01	0	0	8.972306e-01	3.687290e-01	KITLG;CREB3L4;WNT7B;FZD6;EP300;CALML3;RAF1
KEGG_2021_Human	Herpes simplex virus 1 infection	36/498	6.675355e-01	9.999951e-01	0	0	9.378776e-01	3.790551e-01	ZNF133;ZNF430;ZNF790;PIK3R3;PIK3R2;ZNF7;HLA-DMA;ZNF527;ZNF624;JAK2;ZNF225;ZNF764;IKBKE;ZNF565;JAK1;ZIK1;ZNF682;DAXX;ZNF19;ZNF383;APAF1;ZNF282;IFNGR2;CARD9;EIF2AK3;BST2;ZNF814;ZNF74;TRAF5;BCL2;ZNF778;ZNF577;ZNF235;SRSF8;HLA-DQB1;NECTIN1
KEGG_2021_Human	Amoebiasis	7/102	6.731370e-01	9.999951e-01	0	0	8.877377e-01	3.513723e-01	ARG2;COL3A1;LAMA4;COL4A3;PIK3R3;PIK3R2;LAMC2
KEGG_2021_Human	Toll-like receptor signaling pathway	7/104	6.928114e-01	9.999951e-01	0	0	8.693392e-01	3.190453e-01	MAPK11;CD80;PIK3R3;PIK3R2;IKBKE;MAPK12;MAPK13
KEGG_2021_Human	Type II diabetes mellitus	3/46	6.949112e-01	9.999951e-01	0	0	8.407228e-01	3.059988e-01	ABCC8;PIK3R3;PIK3R2
KEGG_2021_Human	Viral carcinogenesis	14/203	6.974721e-01	9.999951e-01	0	0	8.919631e-01	3.213678e-01	GTF2B;PIK3R3;PIK3R2;GTF2H1;RBPJ;GTF2E1;HDAC9;GTF2E2;CDC20;RBL1;CREB3L4;TRAF5;EP300;JAK1
KEGG_2021_Human	Vascular smooth muscle contraction	9/133	6.981895e-01	9.999951e-01	0	0	8.742084e-01	3.140723e-01	KCNU1;NPR2;CALML3;PRKCQ;RAF1;PLA2G6;PPP1R12C;MYLK3;MYLK
KEGG_2021_Human	Metabolism of xenobiotics by cytochrome P450	5/76	7.011443e-01	9.999951e-01	0	0	8.484371e-01	3.012305e-01	GSTM4;ADH4;AKR7A3;CYP1A1;CYP1B1
KEGG_2021_Human	Morphine addiction	6/91	7.062242e-01	9.999951e-01	0	0	8.503431e-01	2.957685e-01	GABRB1;GABBR1;GRK6;PDE2A;PDE4B;PDE4A
KEGG_2021_Human	Arrhythmogenic right ventricular cardiomyopathy	5/77	7.120594e-01	9.999951e-01	0	0	8.366077e-01	2.841069e-01	RYR2;CACNG8;ITGA10;ITGB6;SLC8A1
KEGG_2021_Human	Basal cell carcinoma	4/63	7.210064e-01	9.999951e-01	0	0	8.167983e-01	2.671806e-01	APC2;PTCH1;WNT7B;FZD6
KEGG_2021_Human	Lysine degradation	4/63	7.210064e-01	9.999951e-01	0	0	8.167983e-01	2.671806e-01	MECOM;NSD1;DOT1L;EZH2
KEGG_2021_Human	Amino sugar and nucleotide sugar metabolism	3/48	7.223516e-01	9.999951e-01	0	0	8.032701e-01	2.612583e-01	CYB5R2;CHIT1;GNPNAT1
KEGG_2021_Human	Phenylalanine metabolism	1/17	7.421398e-01	9.999951e-01	0	0	7.532658e-01	2.246371e-01	GOT1L1
KEGG_2021_Human	Selenocompound metabolism	1/17	7.421398e-01	9.999951e-01	0	0	7.532658e-01	2.246371e-01	CTH
KEGG_2021_Human	Pentose and glucuronate interconversions	2/34	7.459415e-01	9.999951e-01	0	0	7.531046e-01	2.207410e-01	KL;XYLB
KEGG_2021_Human	Cholesterol metabolism	3/50	7.478269e-01	9.999951e-01	0	0	7.690049e-01	2.234604e-01	PCSK9;TSPO;CD36
KEGG_2021_Human	Cysteine and methionine metabolism	3/50	7.478269e-01	9.999951e-01	0	0	7.690049e-01	2.234604e-01	GOT1L1;AGXT2;CTH
KEGG_2021_Human	Malaria	3/50	7.478269e-01	9.999951e-01	0	0	7.690049e-01	2.234604e-01	IL18;CD36;THBS1
KEGG_2021_Human	N-Glycan biosynthesis	3/50	7.478269e-01	9.999951e-01	0	0	7.690049e-01	2.234604e-01	MAN2A2;MAN1C1;ALG13
KEGG_2021_Human	Chemical carcinogenesis	16/239	7.482033e-01	9.999951e-01	0	0	8.634949e-01	2.504831e-01	GSTM4;PIK3R3;XIAP;PIK3R2;CYP2C18;AR;CYP2C8;RPS6KB1;CREB3L4;RPS6KB2;CYP1A1;BCL2;CYP1B1;JAK2;RAF1;IKBKE
KEGG_2021_Human	Dilated cardiomyopathy	6/96	7.535459e-01	9.999951e-01	0	0	8.028834e-01	2.271882e-01	RYR2;CACNG8;MYL2;ITGA10;ITGB6;SLC8A1
KEGG_2021_Human	Circadian entrainment	6/97	7.623081e-01	9.999951e-01	0	0	7.940173e-01	2.154998e-01	GRIA2;ADCY10;RYR2;CALML3;CACNA1H;GRIN1
KEGG_2021_Human	Glycerophospholipid metabolism	6/98	7.708382e-01	9.999951e-01	0	0	7.853439e-01	2.044068e-01	GPAM;ETNK1;PLD4;PLA2G6;PLD1;DGKZ
KEGG_2021_Human	Mucin type O-glycan biosynthesis	2/36	7.740070e-01	9.999951e-01	0	0	7.087274e-01	1.815578e-01	GCNT3;GALNT8
KEGG_2021_Human	Starch and sucrose metabolism	2/36	7.740070e-01	9.999951e-01	0	0	7.087274e-01	1.815578e-01	GANC;PGM2L1
KEGG_2021_Human	Glutamatergic synapse	7/114	7.792944e-01	9.999951e-01	0	0	7.876636e-01	1.964168e-01	GRIA2;PPP3R1;GLS2;GRM8;PLD1;GLUL;GRIN1
KEGG_2021_Human	Glycosaminoglycan degradation	1/19	7.801627e-01	9.999951e-01	0	0	6.694971e-01	1.662045e-01	ARSB
KEGG_2021_Human	Autoimmune thyroid disease	3/53	7.824868e-01	9.999951e-01	0	0	7.227469e-01	1.772741e-01	HLA-DMA;CD80;HLA-DQB1
KEGG_2021_Human	African trypanosomiasis	2/37	7.869965e-01	9.999951e-01	0	0	6.884407e-01	1.649033e-01	LAMA4;IL18
KEGG_2021_Human	RIG-I-like receptor signaling pathway	4/70	7.939185e-01	9.999951e-01	0	0	7.298905e-01	1.684401e-01	MAPK11;IKBKE;MAPK12;MAPK13
KEGG_2021_Human	Insulin secretion	5/86	7.976229e-01	9.999951e-01	0	0	7.432875e-01	1.680717e-01	RYR2;KCNU1;CREB3L4;ABCC8;SLC2A1
KEGG_2021_Human	Dopaminergic synapse	8/132	8.012609e-01	9.999951e-01	0	0	7.765642e-01	1.720623e-01	GRIA2;MAPK11;TH;CREB3L4;CALML3;PPP2R3B;MAPK12;MAPK13
KEGG_2021_Human	Cardiac muscle contraction	5/87	8.057601e-01	9.999951e-01	0	0	7.341831e-01	1.585609e-01	RYR2;CACNG8;MYL2;SLC8A1;SLC9A1
KEGG_2021_Human	Histidine metabolism	1/22	8.269532e-01	9.999951e-01	0	0	5.737613e-01	1.090188e-01	HDC
KEGG_2021_Human	Ferroptosis	2/41	8.325824e-01	9.999951e-01	0	0	6.176973e-01	1.131764e-01	ALOX15;SLC7A11
KEGG_2021_Human	Pathogenic Escherichia coli infection	12/197	8.329171e-01	9.999951e-01	0	0	7.802134e-01	1.426395e-01	MAPK11;SEC24B;BAIAP2L1;CLDN3;WIPF1;IL18;LPAR2;TNFRSF10B;MYO1H;CYTH1;MAPK12;MAPK13
KEGG_2021_Human	Glucagon signaling pathway	6/107	8.375045e-01	9.999951e-01	0	0	7.150124e-01	1.267922e-01	CRTC2;PPP3R1;CREB3L4;SLC2A1;EP300;CALML3
KEGG_2021_Human	Mannose type O-glycan biosynthesis	1/23	8.402231e-01	9.999951e-01	0	0	5.476516e-01	9.533949e-02	POMGNT1
KEGG_2021_Human	Proximal tubule bicarbonate reclamation	1/23	8.402231e-01	9.999951e-01	0	0	5.476516e-01	9.533949e-02	GLS2
KEGG_2021_Human	Renin-angiotensin system	1/23	8.402231e-01	9.999951e-01	0	0	5.476516e-01	9.533949e-02	ACE
KEGG_2021_Human	Tryptophan metabolism	2/42	8.425114e-01	9.999951e-01	0	0	6.022222e-01	1.032017e-01	CYP1A1;CYP1B1
KEGG_2021_Human	Gastric acid secretion	4/76	8.434693e-01	9.999951e-01	0	0	6.688482e-01	1.138592e-01	CALML3;MYLK3;MYLK;SLC9A1
KEGG_2021_Human	Drug metabolism	6/108	8.438401e-01	9.999951e-01	0	0	7.079639e-01	1.202068e-01	GSTM4;CDA;ADH4;CYP2C8;DPYS;TK2
KEGG_2021_Human	Ribosome biogenesis in eukaryotes	6/108	8.438401e-01	9.999951e-01	0	0	7.079639e-01	1.202068e-01	EMG1;GNL3L;NOB1;SBDS;NMD3;FBLL1
KEGG_2021_Human	Measles	8/139	8.439778e-01	9.999951e-01	0	0	7.347879e-01	1.246414e-01	APAF1;EIF2AK3;BCL2;PIK3R3;CBLB;PIK3R2;IKBKE;JAK1
KEGG_2021_Human	Long-term depression	3/60	8.481918e-01	9.999951e-01	0	0	6.337475e-01	1.043455e-01	GRIA2;RAF1;IGF1R
KEGG_2021_Human	Viral myocarditis	3/60	8.481918e-01	9.999951e-01	0	0	6.337475e-01	1.043455e-01	HLA-DMA;CD80;HLA-DQB1
KEGG_2021_Human	RNA transport	11/186	8.516845e-01	9.999951e-01	0	0	7.559801e-01	1.213644e-01	CLNS1A;GEMIN4;TACC3;GEMIN5;UPF3B;NMD3;PABPC1L2A;THOC5;RPP14;THOC7;SNUPN
KEGG_2021_Human	Fat digestion and absorption	2/43	8.519028e-01	9.999951e-01	0	0	5.875020e-01	9.416649e-02	PNLIPRP1;CD36
KEGG_2021_Human	Vitamin digestion and absorption	1/24	8.524759e-01	9.999951e-01	0	0	5.238122e-01	8.360582e-02	FOLH1
KEGG_2021_Human	Glycerolipid metabolism	3/61	8.560133e-01	9.999951e-01	0	0	6.227870e-01	9.682434e-02	PNLIPRP1;GPAM;DGKZ
KEGG_2021_Human	Steroid hormone biosynthesis	3/61	8.560133e-01	9.999951e-01	0	0	6.227870e-01	9.682434e-02	CYP11A1;CYP1A1;CYP1B1
KEGG_2021_Human	Coronavirus disease	14/232	8.570572e-01	9.999951e-01	0	0	7.720806e-01	1.190939e-01	CFD;NRP1;ACE;RPL23;PIK3R3;PIK3R2;MAPK12;MAPK13;MAPK11;C7;RPL22L1;MASP1;IKBKE;JAK1
KEGG_2021_Human	Synaptic vesicle cycle	4/78	8.575876e-01	9.999951e-01	0	0	6.507004e-01	9.996837e-02	RIMS1;STXBP1;ATP6V1E2;CPLX4
