Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	cGMP-PKG signaling pathway	2/167	9.232909e-01	9.967094e-01	0	0	4.715810e-01	3.763730e-02	NPR2;NFATC3
KEGG_2021_Human	Longevity regulating pathway	1/102	9.245117e-01	9.967094e-01	0	0	3.857012e-01	3.027351e-02	CAMK4
KEGG_2021_Human	Pancreatic secretion	1/102	9.245117e-01	9.967094e-01	0	0	3.857012e-01	3.027351e-02	SLC9A1
KEGG_2021_Human	Tight junction	2/169	9.263876e-01	9.967094e-01	0	0	4.658851e-01	3.562278e-02	ERBB2;RAPGEF6
KEGG_2021_Human	Toll-like receptor signaling pathway	1/104	9.282504e-01	9.967094e-01	0	0	3.781729e-01	2.815638e-02	IKBKE
KEGG_2021_Human	Protein processing in endoplasmic reticulum	2/171	9.293661e-01	9.967094e-01	0	0	4.603241e-01	3.371991e-02	EIF2AK3;BCL2
KEGG_2021_Human	Ribosome biogenesis in eukaryotes	1/108	9.351825e-01	9.967094e-01	0	0	3.639605e-01	2.439031e-02	EMG1
KEGG_2021_Human	Cytokine-cytokine receptor interaction	4/295	9.388201e-01	9.967094e-01	0	0	5.334444e-01	3.367712e-02	IL15RA;ACVR1C;IFNGR2;TNFRSF10B
KEGG_2021_Human	RNA transport	2/186	9.483342e-01	9.967094e-01	0	0	4.224696e-01	2.241130e-02	GEMIN4;UPF3B
KEGG_2021_Human	Sphingolipid signaling pathway	1/119	9.509885e-01	9.967094e-01	0	0	3.298448e-01	1.657580e-02	BCL2
KEGG_2021_Human	Amyotrophic lateral sclerosis	5/364	9.512315e-01	9.967094e-01	0	0	5.396795e-01	2.698277e-02	DAXX;DNAI2;DNAH14;EIF2AK3;BCL2
KEGG_2021_Human	AMPK signaling pathway	1/120	9.522186e-01	9.967094e-01	0	0	3.270561e-01	1.601288e-02	CRTC2
KEGG_2021_Human	Alzheimer disease	5/369	9.549735e-01	9.967094e-01	0	0	5.321273e-01	2.451600e-02	WNT7B;FZD6;EIF2AK3;MAPT;APBB1
KEGG_2021_Human	Platelet activation	1/124	9.568385e-01	9.967094e-01	0	0	3.163549e-01	1.395780e-02	BTK
KEGG_2021_Human	FoxO signaling pathway	1/131	9.638763e-01	9.967094e-01	0	0	2.992122e-01	1.100871e-02	EP300
KEGG_2021_Human	Dopaminergic synapse	1/132	9.647835e-01	9.967094e-01	0	0	2.969128e-01	1.064480e-02	TH
KEGG_2021_Human	Oxidative phosphorylation	1/133	9.656679e-01	9.967094e-01	0	0	2.946483e-01	1.029362e-02	COX10
KEGG_2021_Human	Systemic lupus erythematosus	1/135	9.673708e-01	9.967094e-01	0	0	2.902206e-01	9.627601e-03	C7
KEGG_2021_Human	Insulin signaling pathway	1/137	9.689894e-01	9.967094e-01	0	0	2.859231e-01	9.007034e-03	INPPL1
KEGG_2021_Human	Yersinia infection	1/137	9.689894e-01	9.967094e-01	0	0	2.859231e-01	9.007034e-03	NFATC3
KEGG_2021_Human	Fluid shear stress and atherosclerosis	1/139	9.705279e-01	9.967094e-01	0	0	2.817502e-01	8.428603e-03	BCL2
KEGG_2021_Human	Phospholipase D signaling pathway	1/148	9.765608e-01	9.967094e-01	0	0	2.643772e-01	6.270561e-03	RAPGEF3
KEGG_2021_Human	Non-alcoholic fatty liver disease	1/155	9.803869e-01	9.967094e-01	0	0	2.522688e-01	4.996949e-03	EIF2AK3
KEGG_2021_Human	Ras signaling pathway	2/232	9.807309e-01	9.967094e-01	0	0	3.371709e-01	6.560395e-03	BRAP;PAK6
KEGG_2021_Human	Ribosome	1/158	9.818294e-01	9.967094e-01	0	0	2.474100e-01	4.536942e-03	RPL23
KEGG_2021_Human	Huntington disease	3/306	9.832995e-01	9.967094e-01	0	0	3.832242e-01	6.454082e-03	DNAI2;DNAH14;EP300
KEGG_2021_Human	Chemical carcinogenesis	2/239	9.834666e-01	9.967094e-01	0	0	3.270934e-01	5.453172e-03	BCL2;IKBKE
KEGG_2021_Human	Neutrophil extracellular trap formation	1/189	9.917535e-01	9.967094e-01	0	0	2.062826e-01	1.708166e-03	HDAC9
KEGG_2021_Human	Prion disease	2/273	9.922139e-01	9.967094e-01	0	0	2.855509e-01	2.232043e-03	C7;EIF2AK3
KEGG_2021_Human	Pathogenic Escherichia coli infection	1/197	9.932756e-01	9.967094e-01	0	0	1.977809e-01	1.334449e-03	TNFRSF10B
KEGG_2021_Human	Human cytomegalovirus infection	1/225	9.967094e-01	9.967094e-01	0	0	1.728073e-01	5.695860e-04	NFATC3
